 ,English,Vietnamese,Korean,Chinese,Russian,Italian,French,Japanese,Spanish,German
Win_Level_193,Just some luck,Vận may gọi tên,그냥 행운,只是有的好运,Просто повезло,Solo una fortuna,Juste peu de chance,いくつかの運,Sólo un poco de suerte,Nur ein glück
Win_Level_194,Too late to try,Cố quá là quá cố,시도하기에는 너무 늦었습니다,太晚了尝试,"Слишком поздно, чтобы попробовать",Troppo tardi per provare,Trop tard pour essayer,試しに遅すぎる,Demasiado tarde para probar,"Zu spät, um es zu versuchen"
Win_Level_195,Unexpected result ,Kết quả không ngờ nhỉ,예기치 않은 결과,意外的结果,Неожиданный результат,Risultato imprevisto,Résultat inattendu,予想外の結果,Resultado inesperado,Unerwartetes Ergebnis
Win_Level_196,Too simple right?,Đơn giản không ngờ,너무 간단한 오른쪽?,太简单了吗？,Слишком просто правильно?,Troppo semplice giusto?,"Trop simple, non?",単純すぎるの？,Demasiado simple verdad?,Zu einfach richtig?
Win_Level_197,,,,,,,,,,
Win_Level_198,Never eat strange food,Đừng bao giờ ăn đồ lạ ,이상한 음식을 먹지 마십시오,永远不要吃奇怪的食物,Никогда не ешьте странную еду,Non mangiare mai cibo strano,Ne jamais manger de la nourriture étrange,奇妙な食物を食べないでください,Nunca comas comida extraña,Essen Sie niemals seltsames Essen
Win_Level_199,I like what you are thinking,Tôi thích suy nghĩ của bạn ,나는 당신이 생각하고있는 것을 좋아합니다,我喜欢你在想什么,"Мне нравится то, что вы думаете",Mi piace quello che stai pensando,J'aime ce que tu penses,私はあなたが考えているものが好きです,Me gusta lo que estás pensando,"Ich mag das, was du denkst"
Win_Level_200,Time is a female enemy,Thời gian là kẻ thù phụ nữ,시간은 여성 적입니다,时间是女敌人,Время - женский враг,Il tempo è un nemico femminile,Le temps est une femme ennemie,時間は女性の敵です,El tiempo es un enemigo.,Zeit ist ein weiblicher Feind
Win_Level_201,#VALUE!,,,,,,,,,
Win_Level_202,#VALUE!,,,,,,,,,
Win_Level_203,#VALUE!,,,,,,,,,
Win_Level_204,#VALUE!,,,,,,,,,
Win_Level_205,Game is easy,Game là dễ,게임은 쉽습니다,游戏很容易,Игра легко,Il gioco è facile,Le jeu est facile,ゲームは簡単です,El juego es fácil,Das Spiel ist einfach
Win_Level_206,#VALUE!,,,,,,,,,
Win_Level_207,Surprise,Bất ngờ chưa,놀라다,惊喜,Сюрприз,Sorpresa,Surprendre,サプライズ,Sorpresa,Überraschung
Win_Level_208,#VALUE!,,,,,,,,,
Win_Level_209,#VALUE!,,,,,,,,,
Win_Level_210,Don't look down on Jinx,đừng coi thường Jinx,Jinx를 내려다 보지 마십시오,不要瞧不起jinx,Не смотрите вниз на jinx,Non guardare in basso Jinx,Ne regardez pas Jinx,Jinxを見下さないでください,No mires a Jinx,Schau nicht auf Jinx
Win_Level_211,#VALUE!,,,,,,,,,
Win_Level_212,#VALUE!,,,,,,,,,
Win_Level_213,#VALUE!,,,,,,,,,
Win_Level_214,#VALUE!,,,,,,,,,
Win_Level_215,Good job Police officer,Cảnh sát nhanh nhạy vậy ,좋은 직업 경찰,good警,Хорошая работа полиции,Buon agente di polizia del lavoro,Bon officier de police d'emploi,良い仕事の警察官,Buen oficial de policía,Guter beruflicher Polizeibeamter
Win_Level_216,This is what we expected to see,Thứ chúng ta luôn mong chờ ở phim là đây,이것이 우리가 볼 것으로 예상 한 것입니다,这就是我们预期的,"Это то, что мы ожидали увидеть",Questo è ciò che ci aspettavamo di vedere,C'est ce que nous nous attendions à voir,これが私たちが見たことを期待しているものです,Esto es lo que esperábamos ver.,"Das hat wir erwartet, dass wir erwartet haben"
Win_Level_217,Santa has good taste,Gu của Santa cũng tốt quá,산타는 좋은 맛을 가지고 있습니다,圣诞老人品味很好,Санта имеет хороший вкус,Santa ha un buon gusto,Santa a bon goût,サンタは良い味をしています,Santa tiene buen gusto,Santa hat guten Geschmack
Win_Level_218,,,,,,,,,,
Win_Level_219,I want to know what game do they play after that,Tôi muốn biết sau đó họ chơi trò gì,나는 그들이 어떤 게임을하는지 알고 싶다.,我想知道他们在那之后玩什么游戏,"Я хочу знать, какую игру они играют после этого",Voglio sapere che gioco giocano dopo,Je veux savoir quel jeu jouent-ils après cela,私はその後どのゲームをプレイするかを知りたいです,Quiero saber qué juego juegan después de eso,"Ich möchte wissen, was das Spiel danach spielen"
Win_Level_220,As long as it's a real girl then im in!,Miễn là gái là tôi hài lòng rồi ,실제 소녀이기 때문에 나는 그 다음에 있습니다!,只要这是一个真正的女孩然后我就在！,"Пока это настоящая девушка, тогда я в!","Finché è una ragazza reale, allora sono!","Tant que c'est une vraie fille, alors je suis dans!",それが本当の女の子である限り、私は,"¡Mientras sea una chica real, entonces estoy en!","Solange es ein echtes Mädchen ist, dann bin ich in!"
Win_Level_221,Two is better than one,Hai tốt hơn một,두 명은 1보다 낫습니다,两个比一个好,Две лучше чем одна,Due è meglio di uno,Deux vaut mieux qu'un,2つは1より優れています,Dos es mejor que uno,Zwei sind besser als einer
Win_Level_222,I wonder what will happen if Poppy win that time?,Nếu poppy thắng thì sao ta?,양귀비가 그 시간을 이기면 어떻게 될지 궁금해합니까?,如果罂粟赢得那个时间，我想知道会发生什么？,"Интересно, что произойдет, если приведет к тому, что он выиграет мак?",Mi chiedo cosa succederà se il papavero vincerà quel tempo?,Je me demande ce qui va arriver si poppy gagne ce temps?,ケシがその時間勝ったらどうなるでしょうか。,Me pregunto qué pasará si la amapola gane esa hora.,"Ich frage mich, was passieren wird, wenn Mohn diese Zeit gewinnen?"
Win_Level_223,,,,,,,,,,
Win_Level_224,,,,,,,,,,
Win_Level_225,,,,,,,,,,
Win_Level_226,,,,,,,,,,
Win_Level_227,,,,,,,,,,
Win_Level_228,,,,,,,,,,
Win_Level_229,,,,,,,,,,
Win_Level_230,,,,,,,,,,
Win_Level_231,,,,,,,,,,
Win_Level_232,,,,,,,,,,
Win_Level_233,,,,,,,,,,
Win_Level_234,,,,,,,,,,
Win_Level_235,,,,,,,,,,
Chat_Level_13_1,I went to the market,Em mới đi chợ,나는 시장에 갔다,我去了市场,я пошел на рынок,Sono andato al mercato,Je suis allé au marché,私は市場に行ってきました,Yo fui al mercado,Ich bin auf den Markt gegangen
Chat_Level_13_2,I went to play golf,Anh mới đi chơi Golf,나는 골프 치러 갔다,我去打高尔夫球,Я пошел играть в гольф,Sono andato a giocare a golf,je suis allé jouer au golf,ゴルフに行きました,Fui a jugar golf,Ich ging Golf spielen
Chat_Level_39,Not me,Không phải tôi,나 말고,不是我,Не я,Non io,Pas moi,私じゃない,Yo no,Nicht ich
Chat_Level_59_1,I'm single,Tôi vẫn độc thân,난 싱글이야,我单身,У меня никого нет,Sono single,Je suis célibataire,私は独身です,Estoy soltero,Ich bin ledig
Chat_Level_59_2,Me too,Tôi cũng vậy,나도,我也是,Я тоже,Anch'io,Moi aussi,私も,Yo tambiÃ©n,Ich auch
Chat_Level_89,OMG Im late,"Thôi chết, muộn rồi",어머 늦었어,OMG 我迟到了,"Боже, я опаздываю","Oh, sono in ritardo",OMG je suis en retard,OMG イム遅れ,"Dios mÃ­o, llego tarde","OMG, ich bin zu spÃ¤t"
Chat_Level_92_1,Me too!,Tôi cũng thế!,나도!,我也是！,Я тоже!,Anch'io!,Moi aussi!,私も！,Â¡Yo tambiÃ©n!,Ich auch!
Chat_Level_92_2,"I'm over 18 
already!","Tôi đã đủ 
18 tuổi rồi!",나는 벌써 18살이 넘었다!,我已经超过 18 岁了！,Мне уже исполнилось 18!,Ho più di 18 anni!,J'ai déjà plus de 18 ans !,もう 18 歳以上です！,Â¡Ya tengo mÃ¡s de 18 aÃ±os!,Ich bin schon Ã¼ber 18!
Settings,Settings,Thiết lập,설정,设置,Настройки,Impostazioni,Réglages,設定,Ajustes,Einstellungen
Music,Music,Nhạc,음악,音乐,Музыка,Musica,Musique,音楽,Música,Musik
Sound,Sound,Âm Thanh,소리,声音,Звук,Suono,Sonner,音,Sonar,Klang
Vibrate,Vibrate,Rung,떨리다,颤动,Вибрировать,Vibrare,Vibrer,振動する,Vibrar,Vibrieren
Language,Language,Ngôn Ngữ,언어,语,Язык,Lingua,Langue,言語,Idioma,Sprache
Version,Version,Phiên bản,버전,版本,Версия,Versione,Version,バージョン,Versión,Ausführung
Vietnamese,Vietnamese,TIếng Việt,베트남어,越南语,вьетнамский,vietnamita,vietnamien,ベトナム人,vietnamita,Vietnamesisch
Korean,Korean,Tiếng Hàn,한국인,韩国人,корейский язык,coreano,coréen,韓国語,coreano,Koreanisch
Chinese,Chinese,Tiếng Trung,중국인,中国人,китайский язык,Cinese,chinois,中国語,chino,Chinesisch
German,German,Tiếng Đức,독일 사람,德语,Немецкий,Tedesco,allemand,ドイツ人,alemán,Deutsch
French,French,Tiếng Pháp,프랑스 국민,法语,Французский,francese,français,フランス語,francés,Französisch
Japanese,Japanese,Tiếng Nhật,일본어,日本人,японский язык,giapponese,Japonais,日本,japonés,japanisch
Italian,Italian,Tiếng Ý,이탈리아 사람,意大利人,Итальянский,italiano,italien,イタリア語,italiano,Italienisch
Russian,Russian,Tiếng Nga,러시아인,俄语,русский,russo,russe,ロシア,ruso,Russisch
Spanish,Spanish,Tiếng Bồ Đào Nha,스페인의,西班牙语,испанский язык,spagnolo,Espagnol,スペイン語,español,Spanisch
English,English,Tiếng Anh,영어,英语,английский,inglese,Anglais,英語,inglés,Englisch
On,On,Bật,켜짐,在,На,Sopra,Au,の上,Sobre,Auf
Off,Off,Tắt,끄다,离开,Выключенный,Spento,Désactivé,オフ,Apagado,aus
popup_internet_content,PLEASE CHECK YOUR INTERNET CONNECTION AND TRY AGAIN,Hãy kiểm tra lại kết nối mạng và thử lại,인터넷 연결을 확인하고 다시 시도하십시오,请检查您的互联网连接，然后重试,"Пожалуйста, проверьте ваше интернет-соединение и попробуйте снова",PER FAVORE CONTROLLA LA TUA CONNESSIONE INTERNET E PROVA DI NUOVO,"S'IL VOUS PLAÎT, VÉRIFIEZ VOTRE CONNEXION À INTERNET ET RÉESSAYEZ",インターネット接続を確認してもう一度やり直してください,Por favor revise su conexión a Internet y vuelva a intentarlo.,Bitte überprüfen Sie Ihre Internetverbindung und versuchen Sie es erneut
Victory,Victory,Chiến thắng,승리,胜利,Победа,Vittoria,La victoire,勝利,Victoria,Sieg
